customerID,StreamingTV,StreamingMovies
1803-BGNBD,No,No
0134-XWXCE,Yes,Yes
6950-TWMYB,No,No
5848-FHRFC,No internet service,No internet service
2243-FNMMI,No internet service,No internet service
2511-MORQY,No,No
5356-KZCKT,No internet service,No internet service
9470-XCCEM,Yes,No
6519-CFDBX,No,No
3902-MIVLE,No,Yes
0409-WTMPL,Yes,Yes
8763-KIAFH,No internet service,No internet service
3669-WHAFY,Yes,Yes
3055-VTCGS,No,Yes
3144-KMTWZ,No,Yes
7279-BUYWN,Yes,Yes
7156-MHUGY,Yes,Yes
7198-GLXTC,Yes,No
2007-QVGAW,No internet service,No internet service
5207-PLSTK,No,No
2307-FYNNL,Yes,Yes
5605-XNWEN,No internet service,No internet service
2155-AMQRX,No,No
6181-AXXYF,No internet service,No internet service
5091-HFAZW,Yes,No
0516-VRYBW,No internet service,No internet service
2519-LBNQL,Yes,Yes
8623-ULFNQ,No,Yes
8380-PEFPE,No,No
5687-DKDTV,No internet service,No internet service
1568-LJSZU,Yes,Yes
7530-HDYDS,No,No
7789-HKSBS,Yes,Yes
7416-CKTEP,No internet service,No internet service
2586-CWXVV,No,No
3096-IZETN,No,Yes
2348-KCJLT,No,No
8401-EMUWF,Yes,No
4193-IBKSW,No internet service,No internet service
5377-NDTOU,Yes,Yes
5922-ABDVO,No,Yes
2474-LCNUE,Yes,Yes
0839-QNXME,No internet service,No internet service
3506-OVLKD,No internet service,No internet service
9172-ANCRX,Yes,Yes
6650-VJONK,No,No
2178-PMGCJ,No,No
7492-TAFJD,No,No
2773-MADBQ,No,Yes
6016-LVTJQ,No internet service,No internet service
7860-KSUGX,No,No
8966-KZXXA,No internet service,No internet service
6910-HADCM,No,No
4816-LXZYW,No,No
9606-PBKBQ,No,Yes
5149-QYTTU,No,No
2070-XYMFH,No,No
2085-BOJKI,Yes,Yes
0817-HSUSE,Yes,Yes
5442-PPTJY,No internet service,No internet service
1927-QEWMY,No internet service,No internet service
1663-MHLHE,No internet service,No internet service
5663-QBGIS,Yes,Yes
4450-MDZFX,No,No
6701-DHKWQ,Yes,No
7554-AKDQF,No,No
3536-IQCTX,No,Yes
4911-BANWH,Yes,No
8496-EJAUI,No,No
0794-YVSGE,No internet service,No internet service
5423-BHIXO,No,No
6908-VVYHM,No,Yes
2959-EEXWB,Yes,Yes
1839-UMACK,No internet service,No internet service
3030-YDNRM,No,No
7321-KKSDU,No internet service,No internet service
3402-XRIUO,No,No
3132-TVFDZ,Yes,Yes
8286-AFUYI,No,No
8080-DDEMJ,No,No
8356-WUAOJ,No,No
6365-MTGZX,Yes,Yes
1349-WXNGG,No internet service,No internet service
8058-DMYRU,No,Yes
9350-ZXYJC,No internet service,No internet service
6990-YNRIO,Yes,Yes
8958-JPTRR,No internet service,No internet service
6959-GQEGV,Yes,Yes
3173-WSSUE,No internet service,No internet service
1265-HVPZB,Yes,No
4115-UMJFQ,No,No
7369-TRPFD,No internet service,No internet service
1098-KFQEC,No internet service,No internet service
7190-XHTWJ,No internet service,No internet service
0621-TWIEM,No,No
3537-RYBHH,No,No
2485-ITVKB,No,Yes
3669-OYSJI,No,No
1612-EOHDH,No,No
6702-OHFWR,No,Yes
5296-BFCYD,No internet service,No internet service
4510-PYUSH,No,No
9359-JANWS,No,No
7517-SAWMO,No,No
4143-HHPMK,No,Yes
3279-DYZQM,No internet service,No internet service
7054-LGEQW,No,No
0523-VNGTF,Yes,No
9575-IWCAZ,No internet service,No internet service
7105-MXJLL,No,Yes
7064-FRRSW,Yes,Yes
7940-UQQUG,Yes,Yes
0923-PNFUB,Yes,No
3961-SXAXY,No,No
7010-BRBUU,No internet service,No internet service
3566-HJGPK,No,No
3062-ICYZQ,No,Yes
9938-PRCVK,No internet service,No internet service
0973-KYVNF,Yes,No
5129-HHMZC,Yes,Yes
9637-CDTKZ,Yes,Yes
3946-JEWRQ,Yes,Yes
7873-CVMAW,Yes,Yes
0463-WZZKO,No internet service,No internet service
3494-JCHRQ,No,No
6474-FVJLC,No,Yes
4524-QCSSM,No,Yes
5832-EXGTT,No,Yes
8840-DQLGN,Yes,No
2039-JONDJ,No,No
7217-JYHOQ,No,Yes
6695-FRVEC,No,No
4547-LYTDD,No,No
9894-QMIMJ,No,No
8069-YQQAJ,No,No
6770-XUAGN,No internet service,No internet service
4193-ORFCL,No,No
1636-NTNCO,Yes,Yes
3466-WAESX,No,Yes
9281-PKKZE,Yes,Yes
3638-VBZTA,Yes,Yes
7459-IMVYU,No,No
7776-QWNFX,No,No
6689-TCZHQ,No,Yes
8563-OYMQY,No,Yes
0754-EEBDC,No internet service,No internet service
5777-ZPQNC,No internet service,No internet service
1951-IEYXM,Yes,Yes
3318-NMQXL,Yes,Yes
3143-ILDAL,No,Yes
1022-RKXDR,No internet service,No internet service
2361-FJWNO,No,No
2272-UOINI,Yes,Yes
8232-UTFOZ,No internet service,No internet service
3750-YHRYO,No internet service,No internet service
6637-KYRCV,No,No
5668-MEISB,Yes,No
0129-QMPDR,No internet service,No internet service
7188-CBBBA,Yes,No
5356-CSVSQ,Yes,No
3221-CJMSG,No,No
4720-VSTSI,No,No
3219-JQRSL,Yes,Yes
2801-NISEI,No,No
3946-MHCZW,No,No
4623-ZKHLY,No internet service,No internet service
6732-VAILE,Yes,Yes
8201-AAXCB,Yes,No
7696-CFTAT,No internet service,No internet service
1845-CSBRZ,Yes,No
2123-VSCOT,Yes,No
6651-AZVTJ,Yes,Yes
4566-GOLUK,Yes,Yes
2484-DGXPZ,No internet service,No internet service
2018-QKYGT,No,Yes
2792-VPPET,No internet service,No internet service
7409-JURKQ,Yes,Yes
3247-MHJKM,No internet service,No internet service
1964-SVLEA,No internet service,No internet service
4587-NUKOX,No,No
7297-DVYGA,No internet service,No internet service
2239-CGBUZ,No,No
0854-UYHZD,No internet service,No internet service
7243-LCGGZ,No internet service,No internet service
8267-KFGYD,No internet service,No internet service
4890-VMUAV,No,No
9261-WDCAF,No,Yes
3764-MNMOI,No internet service,No internet service
7442-YGZFK,No,No
0420-BWTPW,No,No
8229-BUJHX,No internet service,No internet service
7449-HVPIV,Yes,No
5504-WSIUR,No,No
8183-ONMXC,No,Yes
8466-PZBLH,Yes,Yes
9614-RMGHA,Yes,No
8735-IJJEG,No,No
0564-MUUQK,No,Yes
5054-IEXZT,No,No
5834-ASPWA,No,No
0701-RFGFI,Yes,Yes
0019-EFAEP,Yes,No
5619-PTMIK,No,No
3737-XBQDD,No,No
5882-CMAZQ,No,No
5846-QFDFI,No,No
4445-KWOKW,No,No
3511-APPBJ,Yes,Yes
7967-HYCDE,No,No
2430-RRYUW,No,No
3948-XHGNA,No,No
3723-BFBGR,No,No
0565-IYCGT,No,Yes
5447-WZAFP,Yes,Yes
5110-CHOPY,Yes,Yes
5445-UTODQ,Yes,No
4425-OWHWB,No internet service,No internet service
7892-QVYKW,No,Yes
9675-ICXCT,Yes,Yes
1024-VRZHF,No,No
4703-MQYKT,No internet service,No internet service
9497-QCMMS,Yes,Yes
5692-ICXLW,Yes,No
0602-DDUML,Yes,No
2208-MPXIO,No internet service,No internet service
1960-UYCNN,No,Yes
0348-SDKOL,Yes,Yes
3190-FZATL,No internet service,No internet service
7336-RLLRH,Yes,Yes
4373-MAVJG,No,Yes
8901-HJXTF,No,No
7710-JSYOA,No,Yes
5419-KLXBN,Yes,No
3424-NMNBO,Yes,Yes
9885-MFVSU,Yes,No
4514-GFCFI,Yes,No
0607-MVMGC,Yes,Yes
3365-SAIGS,Yes,No
9828-AOQLM,No,No
8022-BECSI,No internet service,No internet service
8000-REIQB,No,No
9993-LHIEB,No,Yes
0266-CLZKZ,Yes,Yes
7615-ESMYF,Yes,Yes
3858-VOBET,No,No
7020-OZKXZ,No,No
3977-QCRSL,No internet service,No internet service
0017-DINOC,Yes,No
1447-PJGGA,Yes,Yes
8565-CLBZW,Yes,No
9139-WQQDY,Yes,Yes
0224-HJAPT,No,No
8086-OVPWV,No,Yes
9430-FRQOC,No,No
7639-OPLNG,Yes,No
3074-GQWYX,No,No
1492-QGCLU,Yes,Yes
6845-RGTYS,Yes,No
7328-OWMOM,No internet service,No internet service
4418-LZMSV,No,No
5155-AZQPB,No,No
8861-HGGKB,No,Yes
1087-GRUYI,No internet service,No internet service
7065-YUNRY,No,No
7694-VLBWQ,Yes,Yes
2546-KZAAT,Yes,Yes
0181-RITDD,Yes,Yes
5989-PGKJB,No,Yes
4795-KTRTH,No,No
8272-ONJLV,Yes,Yes
1488-PBLJN,Yes,Yes
0308-GIQJT,Yes,Yes
3778-FOAQW,No internet service,No internet service
4452-ROHMO,No internet service,No internet service
6481-OGDOO,No,Yes
3090-LETTY,No,No
5349-AZPEW,No,No
3753-TSEMP,Yes,Yes
8305-VHZBZ,No internet service,No internet service
9720-JJJOR,No,No
8100-HZZLJ,No,Yes
8775-ERLNB,No,No
8309-IEYJD,No,No
9172-JITSM,Yes,Yes
6298-QDFNH,No,No
7398-HPYZQ,Yes,Yes
3546-GHEAE,No internet service,No internet service
7361-YPXFS,No,No
6557-BZXLQ,No,No
2550-QHZGP,No internet service,No internet service
7519-JTWQH,Yes,Yes
2538-OIMXF,No,No
8543-MSDMF,Yes,Yes
9961-JBNMK,Yes,Yes
1170-SASML,No,No
4872-JCVCA,No,No
5346-BZCHP,No internet service,No internet service
2038-LLMLM,Yes,Yes
6173-ITPWD,No,No
9734-UYXQI,No,No
1216-BGTSP,Yes,Yes
4138-NAXED,No,No
2189-UXTKY,Yes,Yes
0744-BIKKF,Yes,Yes
7483-IQWIB,Yes,No
5248-KWLAR,Yes,Yes
4958-GZWIY,No,No
7996-MHXLW,No internet service,No internet service
7833-PKIHD,Yes,Yes
7061-OVMIM,No internet service,No internet service
5153-RTHKF,Yes,No
1852-QSWCD,No internet service,No internet service
4832-VRBMR,Yes,Yes
9079-LWTFD,Yes,No
6356-ELRKD,Yes,Yes
8624-GIOUT,No,No
3392-EHMNK,Yes,No
5986-WWXDV,No internet service,No internet service
3061-BCKYI,No internet service,No internet service
6179-GJPSO,Yes,Yes
7901-TBKJX,Yes,Yes
7228-PAQPD,No,Yes
3177-LASXD,No,No
7746-QYVCO,No,No
5804-HYIEZ,Yes,Yes
9919-FZDED,Yes,Yes
5934-TSSAU,No,No
3486-KHMLI,No internet service,No internet service
4897-QSUYC,No internet service,No internet service
1084-UQCHV,No,No
8290-YWKHZ,Yes,Yes
2955-BJZHG,Yes,No
3806-DXQOM,No,No
6784-XYJAE,No,No
3933-DQPWX,No,No
6661-EIPZC,No,No
8957-THMOA,No internet service,No internet service
2251-PYLPB,No,Yes
5555-RNPGT,No internet service,No internet service
1057-FOGLZ,No internet service,No internet service
9300-RENDD,Yes,No
0761-AETCS,No internet service,No internet service
8087-LGYHQ,Yes,Yes
4137-BTIKL,No,Yes
2190-BCXEC,No,No
6227-FBDXH,Yes,Yes
2153-MREFK,No,Yes
2911-WDXMV,No,No
7206-PQBBZ,No,No
3106-ULWFW,No,Yes
0925-VYDLG,No,No
4547-FZJWE,No,Yes
7422-WNBTY,No,Yes
0842-IWYCP,No,No
3521-HTQTV,No internet service,No internet service
3744-ZBHON,No internet service,No internet service
3373-DIUUN,No internet service,No internet service
8383-SGHJU,No,No
7607-QKKTJ,No,Yes
7707-PYBBH,No,No
8984-HPEMB,Yes,Yes
4349-GFQHK,No,No
4139-DETXS,Yes,Yes
9779-DPNEJ,No,Yes
9805-FILKB,No internet service,No internet service
5793-YOLJN,No internet service,No internet service
0673-IGUQO,No internet service,No internet service
4123-FCVCB,Yes,Yes
8819-IMISP,No,No
7802-EFKNY,No,No
8311-UEUAB,Yes,Yes
5858-EAFCZ,No,No
8035-BUYVG,No,No
1163-ONYEY,Yes,No
9787-XVQIU,No,No
8945-MUQUF,Yes,No
5656-MJEFC,Yes,No
6082-OQFBA,No internet service,No internet service
8051-HJRLT,No,No
8974-OVACP,No internet service,No internet service
4010-YLMVT,Yes,Yes
1379-FRVEB,Yes,No
8612-GXIDD,No internet service,No internet service
6288-CHQJB,No,Yes
8160-HOWOX,Yes,Yes
3023-GFLBR,No,Yes
6648-INWPS,No internet service,No internet service
4223-BKEOR,No,Yes
4079-VTGLK,Yes,Yes
1763-WQFUK,No,No
1391-UBDAR,No,No
8894-JVDCV,Yes,Yes
2023-VQFDL,No internet service,No internet service
1345-GKDZZ,No internet service,No internet service
2014-MKGMH,Yes,Yes
5628-FCGYG,No,Yes
2560-WBWXF,No internet service,No internet service
0248-IPDFW,No,No
7978-DKUQH,No,No
4335-UPJSI,No internet service,No internet service
0524-IAVZO,No,Yes
2737-YNGYW,No,Yes
1784-EZDKJ,Yes,Yes
9297-FVVDH,Yes,Yes
8007-YYPWD,No internet service,No internet service
7101-HRBLJ,Yes,Yes
5159-YFPKQ,No,No
6635-CPNUN,Yes,No
4021-RQSNY,Yes,Yes
5453-YBTWV,Yes,No
5039-LZRQT,No internet service,No internet service
2931-VUVJN,No,No
9061-TIHDA,Yes,Yes
8699-ASUFO,No,No
6418-PIQSP,Yes,Yes
8220-OCUFY,No,No
3995-WFCSM,No,Yes
1895-QTKDO,No,No
2038-OEQZH,No,Yes
1178-PZGAB,No internet service,No internet service
7927-AUXBZ,Yes,No
2626-VEEWG,No internet service,No internet service
2878-RMWXY,No,Yes
1657-DYMBM,No internet service,No internet service
7311-MQJCH,No internet service,No internet service
7375-WMVMT,No,Yes
1136-XGEQU,Yes,Yes
2530-FMFXO,Yes,Yes
6844-DZKRF,No,No
4695-WJZUE,No,Yes
7619-ODSGN,No,No
5970-GHJAW,No internet service,No internet service
8879-XUAHX,Yes,Yes
3689-MOZGR,No,No
4195-PNGZS,No internet service,No internet service
5003-XZWWO,Yes,Yes
3988-RQIXO,Yes,Yes
7622-FWGEW,Yes,Yes
6922-NCEDI,No internet service,No internet service
2514-GINMM,Yes,No
9891-NQDBD,No internet service,No internet service
6131-IUNXN,No internet service,No internet service
8548-AWOFC,No,Yes
9798-DRYDS,No,No
8532-UEFWH,No internet service,No internet service
6296-DDOOR,Yes,No
7951-VRDVK,Yes,Yes
5931-FLJJF,No,No
4815-YOSUK,No,Yes
2659-VXMWZ,Yes,Yes
0380-NEAVX,Yes,Yes
3207-OYBWH,No,Yes
4285-GYRQC,Yes,No
7216-EWTRS,Yes,Yes
4365-MSDYN,No internet service,No internet service
7036-TYDEC,Yes,Yes
5802-ADBRC,Yes,Yes
8076-FEZKJ,No internet service,No internet service
5197-YPYBZ,No internet service,No internet service
8337-MSSXB,No,Yes
4312-GVYNH,No,Yes
8495-LJDFO,Yes,Yes
0839-JTCUD,Yes,Yes
5494-WOZRZ,Yes,Yes
1302-UHBDD,Yes,Yes
2234-EOFPT,Yes,Yes
8619-IJNDK,No,No
8378-LKJAF,Yes,Yes
8182-BJDSI,No,Yes
2528-HFYZX,No,No
1153-GNOLC,Yes,No
3298-QEICA,No,No
0788-DXBFY,No internet service,No internet service
3597-YASZG,Yes,Yes
3496-LFSZU,No,No
5242-UOWHD,No internet service,No internet service
2482-CZGBB,No,No
6479-SZPLM,No internet service,No internet service
8097-VBQTZ,Yes,No
4500-HKANN,No,No
9917-KWRBE,Yes,No
3420-ZDBMA,No,No
2212-LYASK,No,Yes
1393-IMKZG,Yes,Yes
8069-RHUXK,No,No
3398-GCPMU,Yes,Yes
2908-WGAXL,No internet service,No internet service
3378-AJRAO,No internet service,No internet service
1013-QCWAM,Yes,Yes
0866-QLSIR,No,No
6050-FFXES,Yes,Yes
7181-BQYBV,Yes,Yes
0362-RAOQO,No internet service,No internet service
9554-DFKIC,No,No
5527-ACHSO,Yes,Yes
0829-DDVLK,No internet service,No internet service
1399-UBQIU,Yes,Yes
1813-JLKWR,No internet service,No internet service
0336-PIKEI,Yes,No
7322-OCWHC,No,No
9537-VHDTA,No,No
4957-TIALW,No,No
2054-PJOCK,Yes,Yes
9150-HEPMB,No,No
9030-QGZNL,No internet service,No internet service
6204-IEUXJ,No,No
3126-WQMGH,No,No
4529-CKBCL,Yes,No
2506-CLAKW,No,Yes
7176-WRTNX,Yes,Yes
1583-IHQZE,Yes,Yes
5732-IKGQH,Yes,Yes
9239-GZHZE,Yes,Yes
7205-BAIAD,No internet service,No internet service
0151-ONTOV,No,No
4140-MUHUG,Yes,No
0093-EXYQL,Yes,Yes
8064-RAVOH,No,No
0219-QAERP,No internet service,No internet service
0320-JDNQG,Yes,Yes
7180-PISOG,No,No
9168-INPSZ,Yes,Yes
3571-RFHAR,Yes,Yes
0015-UOCOJ,No,No
5334-AFQJB,No internet service,No internet service
2754-SDJRD,Yes,Yes
9578-VRMNM,No,Yes
1587-FKLZB,Yes,Yes
6140-QNRQQ,No,No
8963-JLGJT,No,No
4307-KTUMW,No,Yes
1465-LNTLJ,No,Yes
5440-FLBQG,Yes,Yes
2135-DQWAQ,Yes,No
4056-QHXHZ,Yes,Yes
7470-MCQTK,Yes,Yes
7488-MXJIV,Yes,No
7401-JIXNM,Yes,Yes
9339-FIIJL,Yes,Yes
2027-FECZV,Yes,Yes
2672-DZUOY,No,No
4706-DGAHW,No,No
3870-MQAMG,Yes,Yes
6670-MFRPK,No,No
6177-PEVRA,No,No
4800-CZMPC,Yes,Yes
4813-HQMGZ,No,Yes
7579-KKLOE,Yes,Yes
7377-DMMRI,No,No
8402-EIVQS,Yes,Yes
4947-DSMXK,Yes,Yes
7245-NIIWQ,No,No
0002-ORFBO,Yes,No
3324-OIRTO,Yes,Yes
5414-OFQCB,Yes,No
4967-WPNCF,Yes,Yes
8552-OBVRU,Yes,Yes
8499-BRXTD,No internet service,No internet service
9154-QDGTH,Yes,Yes
8197-BFWVU,Yes,Yes
2577-GVSIL,Yes,Yes
9367-OIUXP,No internet service,No internet service
6770-UAYGJ,No internet service,No internet service
6463-HHXJR,Yes,No
7928-VJYAB,Yes,Yes
1187-WILMM,Yes,Yes
9776-OJUZI,Yes,No
1306-RPWXZ,No internet service,No internet service
8949-JTMAY,Yes,Yes
2774-LVQUS,No,No
3097-PYWXL,No internet service,No internet service
2266-SJNAT,Yes,Yes
0869-PAPRP,Yes,No
4238-JSSWH,Yes,Yes
2972-YDYUW,No,Yes
1104-FEJAM,No,Yes
2809-ILCYT,No internet service,No internet service
5499-ECUTN,Yes,No
4981-FLTMF,No,No
9121-PHQSR,Yes,No
3113-IWHLC,No,No
3211-ILJTT,No,No
4612-THJBS,Yes,Yes
4277-BWBML,No internet service,No internet service
4094-NSEDU,Yes,Yes
0234-TEVTT,No,Yes
4304-TSPVK,Yes,Yes
1552-AAGRX,Yes,Yes
2637-FKFSY,No,No
9796-MVYXX,No,No
7874-ECPQJ,No internet service,No internet service
0020-INWCK,No,Yes
7089-RKVSZ,No internet service,No internet service
2683-JXWQQ,No,No
9548-ZMVTX,No,No
8739-XNIKG,Yes,No
9755-JHNMN,No,No
3981-QSVQI,No internet service,No internet service
2789-HQBOU,No,Yes
9424-CMPOG,No internet service,No internet service
5067-WJEUN,No,No
3450-WXOAT,No,No
9251-WNSOD,No,Yes
6974-DAFLI,No internet service,No internet service
2616-UUTFK,Yes,No
7064-JHXCE,No internet service,No internet service
5103-MHMHY,No,No
7989-AWGEH,No,Yes
4373-VVHQL,No,No
4559-UWIHT,No,No
7268-IGMFD,Yes,No
1846-XWOQN,No,No
0235-KGSLC,Yes,No
6650-BWFRT,Yes,Yes
9570-KYEUA,No,Yes
6993-YGFJV,Yes,Yes
2712-SYWAY,No internet service,No internet service
0730-BGQGF,Yes,Yes
5498-IBWPI,No,No
9101-NTIXF,No internet service,No internet service
0013-SMEOE,Yes,Yes
9314-QDMDW,Yes,No
9308-ANMVE,No,No
2884-GBPFB,No,No
3757-NJYBX,Yes,Yes
3413-DHLPB,Yes,Yes
7649-PHJVR,No internet service,No internet service
6114-TCFID,No,No
3787-TRIAL,No,No
2573-GYRUU,No,Yes
5156-UMKOW,No,No
1247-QBVSH,No,No
6734-GMPVK,Yes,Yes
9822-OAOVB,No,Yes
6161-ERDGD,Yes,Yes
1226-JZNKR,No internet service,No internet service
7318-EIVKO,Yes,No
3771-PZOBW,Yes,No
5136-KCKGI,Yes,Yes
8231-BSWXX,No,No
6486-LHTMA,Yes,No
4083-BFNYK,No,Yes
3722-WPXTK,Yes,Yes
7389-KBFIT,No,No
7176-WIONM,Yes,Yes
5141-ZUVBH,No,Yes
1089-HDMKP,No,No
7623-HKYRK,No internet service,No internet service
0310-SUCIN,Yes,Yes
5197-PYEPU,Yes,No
2929-ERCFZ,Yes,Yes
7548-SEPYI,Yes,Yes
8835-VSDSE,No,No
6619-RPLQZ,No internet service,No internet service
3275-RHRNE,Yes,Yes
3503-TYDAY,No,No
6901-GOGZG,Yes,Yes
1623-NLDOT,No,No
7021-XSNYE,No,Yes
9621-OUPYD,No internet service,No internet service
9898-KZQDZ,Yes,Yes
8982-NHAVY,Yes,Yes
4307-KWMXE,No,No
0141-YEAYS,No,No
2450-ZKEED,No,No
3694-DELSO,Yes,No
3893-JRNFS,No,Yes
9603-OAIHC,No,No
1133-KXCGE,No internet service,No internet service
5236-PERKL,Yes,Yes
0142-GVYSN,No internet service,No internet service
1049-FYSYG,No,No
7854-FOKSF,No,Yes
2519-FAKOD,Yes,Yes
8406-LNMHF,No,No
1821-BUCWY,No,No
8263-JQAIK,No,No
0023-UYUPN,No internet service,No internet service
8314-DPQHL,No,Yes
1465-WCZVT,No internet service,No internet service
9481-SFCQY,Yes,No
6360-SVNWV,No,No
0567-GGCAC,No,No
7089-IVVAZ,Yes,Yes
8884-MRNSU,No internet service,No internet service
2171-UDMFD,No internet service,No internet service
9050-IKDZA,Yes,No
2205-YMZZJ,Yes,No
9802-CAQUT,Yes,Yes
1254-IZEYF,Yes,Yes
0187-WZNAB,No,No
9492-TOKRI,Yes,No
1475-VWVDO,No,No
9221-OTIVJ,Yes,Yes
1357-MVDOZ,Yes,No
7602-MVRMB,Yes,Yes
3325-FUYCG,Yes,Yes
5908-QMGOE,No,No
1197-BVMVG,No,No
5406-KGRMX,No internet service,No internet service
8481-YYXWG,No,Yes
5968-HYJRZ,No internet service,No internet service
5198-EFNBM,Yes,No
7516-GMHUV,Yes,Yes
7140-ADSMJ,No internet service,No internet service
2230-XTUWL,No internet service,No internet service
7706-YLMQA,No internet service,No internet service
2585-KTFRE,No,Yes
7994-UYIVZ,No,Yes
2609-IAICY,No,No
1740-CSDJP,No,Yes
7717-BICXI,No internet service,No internet service
6559-RAKOZ,Yes,Yes
2636-OHFMN,Yes,Yes
4716-MRVEN,No internet service,No internet service
2143-LJULT,No internet service,No internet service
1323-OOEPC,Yes,Yes
3200-MNQTF,No,No
6164-HXUGH,No internet service,No internet service
5630-IXDXV,Yes,Yes
0320-DWVTU,No,Yes
9135-MGVPY,Yes,Yes
1212-GLHMD,No,Yes
7878-JGDKK,No,No
1088-AUUZZ,No,Yes
0397-GZBBC,Yes,Yes
6614-YWYSC,No internet service,No internet service
9588-OZDMQ,No,No
7641-EUYET,Yes,No
6476-EPYZR,No internet service,No internet service
9921-ZVRHG,No,No
1174-FGIFN,No,Yes
6620-HVDUJ,No,No
4701-MLJPN,No,No
1032-MAELW,No,Yes
7641-TQFHN,Yes,Yes
1552-TKMXS,No internet service,No internet service
9206-GVPEQ,Yes,Yes
8622-ZLFKO,No,Yes
1596-BBVTG,No,No
6188-UXBBR,No internet service,No internet service
2333-KWEWW,No internet service,No internet service
5702-SKUOB,No internet service,No internet service
1134-YWTYF,No,No
6061-GWWAV,Yes,No
0679-TDGAK,Yes,Yes
6585-WCEWR,No internet service,No internet service
9067-YGSCA,No internet service,No internet service
9067-SQTNS,No internet service,No internet service
8433-WXGNA,No,No
1776-SPBWV,No internet service,No internet service
8735-SDUFN,No internet service,No internet service
9668-PUGNU,No internet service,No internet service
9405-GPBBG,Yes,Yes
1926-QUZNN,No internet service,No internet service
3707-GNWHM,No,No
7016-NVRIC,No,Yes
5829-NVSQN,No,Yes
9565-AXSMR,No internet service,No internet service
8922-LIEGH,No,Yes
8869-LIHMK,Yes,Yes
8245-UMPYT,Yes,Yes
5186-SAMNZ,No,No
0447-RXSGD,Yes,Yes
4927-WWOOZ,Yes,No
5788-YPOEG,Yes,Yes
5373-SFODM,No,Yes
0661-KBKPA,Yes,Yes
9081-WWXKP,No internet service,No internet service
0784-ZQJZX,No internet service,No internet service
3133-PZNSR,No,Yes
5766-ZJYBB,No internet service,No internet service
8931-GJJIQ,No,Yes
4277-PVRAN,Yes,No
0022-TCJCI,No,Yes
0722-SVSFK,Yes,Yes
3612-YVGSJ,No internet service,No internet service
9825-YCXWZ,Yes,Yes
5397-NSKQG,Yes,Yes
8565-HBFNN,No,Yes
2000-DHJUY,Yes,Yes
0203-HHYIJ,No internet service,No internet service
8670-ERCJH,Yes,Yes
7758-UJWYS,Yes,No
2050-ONYDQ,No internet service,No internet service
7055-JCGNI,Yes,Yes
0739-UUAJR,Yes,Yes
4826-DXMUP,Yes,Yes
0952-KMEEH,Yes,Yes
7285-KLOTR,Yes,Yes
0654-PQKDW,Yes,No
7175-NTIXE,Yes,Yes
7963-SHNDT,No,No
9796-BPKIW,No,No
0188-GWFLE,No internet service,No internet service
8129-GMVGI,No internet service,No internet service
2882-DDZPG,No internet service,No internet service
3547-LQRIK,No internet service,No internet service
9137-NOQKA,No internet service,No internet service
5843-TTHGI,No,No
1849-RJYIG,Yes,No
8868-GAGIO,No,No
4061-UKJWL,No,No
5380-XPJNZ,No internet service,No internet service
8263-QMNTJ,Yes,Yes
8178-EYZUO,No,Yes
3230-JCNZS,Yes,No
0277-ORXQS,Yes,Yes
5130-IEKQT,Yes,Yes
3230-WYKIR,Yes,Yes
7996-BPXHY,No internet service,No internet service
3227-WLKLI,Yes,Yes
0407-BDJKB,Yes,No
2266-FUBDZ,No internet service,No internet service
8237-ULIXL,No internet service,No internet service
9600-UDOPK,Yes,Yes
8216-AZUUZ,Yes,Yes
9153-BTBVV,No internet service,No internet service
4074-SJFFA,No,Yes
3269-ATYWD,Yes,Yes
5186-PEIZU,No internet service,No internet service
1074-AMIOH,Yes,Yes
4910-GMJOT,Yes,Yes
0354-WYROK,Yes,Yes
4361-FEBGN,No internet service,No internet service
7748-UMTRK,Yes,Yes
0380-ZCSBI,No internet service,No internet service
7145-FEJWU,Yes,Yes
6463-MVYRY,Yes,No
3969-JQABI,Yes,No
9624-EGDEQ,No internet service,No internet service
1051-EQPZR,No internet service,No internet service
5849-ASHZJ,No internet service,No internet service
5780-INQIK,No,No
7576-OYWBN,No,No
4526-ZJJTM,No,Yes
8384-FZBJK,Yes,Yes
3750-RNQKR,No internet service,No internet service
0962-CQPWQ,No internet service,No internet service
3096-YXENJ,Yes,Yes
1265-BCFEO,Yes,Yes
5837-LXSDN,Yes,No
5945-AZYHT,Yes,Yes
8325-QRPZR,No,No
6384-VMJHP,No,Yes
2262-SLNVK,No,No
7730-CLDSV,No,Yes
1135-HIORI,Yes,Yes
0164-APGRB,Yes,Yes
6481-ESCNL,Yes,Yes
1790-NESIO,No internet service,No internet service
1550-EENBN,Yes,Yes
5539-TMZLF,No,No
4323-SADQS,No,No
4446-BZKHU,Yes,Yes
5202-IVJNU,No,No
5976-JCJRH,No,No
8198-RKSZG,Yes,Yes
0137-OCGAB,No,No
3351-NQLDI,No,Yes
9297-EONCV,Yes,Yes
7593-JNWRU,No,No
4588-YBNIB,No internet service,No internet service
1069-QJOEE,No internet service,No internet service
3336-JORSO,Yes,Yes
7799-DSEWS,Yes,No
8766-PAFNE,Yes,Yes
5315-CKEQK,No,No
3130-ICDUP,No,No
0820-FNRNX,No,No
0880-FVFWF,No,No
4611-ANLQC,No,Yes
4213-HKBJO,No internet service,No internet service
2792-LSHWX,No,No
5028-GZLDO,No,No
0014-BMAQU,No,No
6861-XWTWQ,Yes,Yes
